No,Species,Nomenclature,C(cm),DBH(cm),S(m2),Latitude,Longitude,Code
634,Súm,Eurya Sp,171,54.42,0.23,14.5000947,108.575683,A65
635,Sung rừng,Ficus hispida,28.8,9.17,0.01,14.5001089,108.575702,A66
636,Thẩu tấu,Aporosa dioica,35,11.14,0.01,14.499292,108.575839,A67
637,Thị rừng,Diospyros Sp,78.5,24.98,0.05,14.499626,108.576217,A68
638,Thị rừng,Diospyros Sp,41.4,13.18,0.01,14.4993857,108.5756848,A68
639,Thị rừng,Diospyros Sp,53,16.87,0.02,14.4994887,108.5756023,A68
640,Thị rừng,Diospyros Sp,123.4,39.27,0.12,14.4994024,108.5755867,A68
641,Thông nàng,Dacrycarpus imbricatus ,82.5,26.26,0.05,14.500104,108.576168,A69
642,Trâm,Syzygium cinereum ,37.5,11.94,0.01,14.499358,108.575829,A70
643,Trâm,Syzygium cinereum ,31.5,10.03,0.01,14.499166,108.575554,A70
644,Trâm,Syzygium cinereum ,50,15.91,0.02,14.4995613,108.5758284,A70
645,Trâm,Syzygium cinereum ,52,16.55,0.02,14.4994539,108.5757872,A70
646,Trám cạnh,Canarium Sp,112,35.65,0.1,14.49978,108.576388,A71
647,Trâm đỏ,Syzygium zeylanicum,38.4,12.22,0.01,14.499408,108.576458,A72
648,Trâm đỏ,Syzygium zeylanicum,71,22.6,0.04,14.500005,108.576413,A72
649,Trâm đỏ,Syzygium zeylanicum,39.2,12.48,0.01,14.499676,108.576386,A72
650,Trâm đỏ,Syzygium zeylanicum,47,14.96,0.02,14.499766,108.576378,A72
651,Trâm đỏ,Syzygium zeylanicum,46.8,14.89,0.02,14.499708,108.576376,A72
652,Trâm đỏ,Syzygium zeylanicum,55.3,17.6,0.02,14.499464,108.576302,A72
653,Trâm đỏ,Syzygium zeylanicum,56,17.82,0.02,14.499374,108.575801,A72
654,Trâm đỏ,Syzygium zeylanicum,111,35.33,0.1,14.49941,108.575743,A72
655,Trâm đỏ,Syzygium zeylanicum,65,20.69,0.03,14.500037,108.576247,A72
656,Trâm đỏ,Syzygium zeylanicum,41.4,13.18,0.01,14.499919,108.57623,A72
657,Trâm đỏ,Syzygium zeylanicum,64.5,20.53,0.03,14.49933,108.576187,A72
658,Trâm đỏ,Syzygium zeylanicum,101.3,32.24,0.08,14.499964,108.576166,A72
659,Trâm đỏ,Syzygium zeylanicum,33,10.5,0.01,14.499376,108.576154,A72
660,Trâm đỏ,Syzygium zeylanicum,72.5,23.07,0.04,14.49942,108.576068,A72
661,Trâm đỏ,Syzygium zeylanicum,50,15.91,0.02,14.499222,108.576057,A72
662,Trâm đỏ,Syzygium zeylanicum,78.8,25.08,0.05,14.5001813,108.5760568,A72
663,Trâm đỏ,Syzygium zeylanicum,41,13.05,0.01,14.5000718,108.5760409,A72
664,Trâm đỏ,Syzygium zeylanicum,82,26.1,0.05,14.499931,108.576034,A72
665,Trâm đỏ,Syzygium zeylanicum,51.5,16.39,0.02,14.5000877,108.5760211,A72
666,Trâm đỏ,Syzygium zeylanicum,41.8,13.3,0.01,14.499934,108.576021,A72
667,Trâm đỏ,Syzygium zeylanicum,162.4,51.69,0.21,14.499935,108.576015,A72
668,Trâm đỏ,Syzygium zeylanicum,186,59.2,0.28,14.500049,108.576007,A72
669,Trâm đỏ,Syzygium zeylanicum,137.6,43.79,0.15,14.499528,108.576003,A72
670,Trâm đỏ,Syzygium zeylanicum,85.7,27.28,0.06,14.499707,108.57597,A72
671,Trâm đỏ,Syzygium zeylanicum,87,27.69,0.06,14.499866,108.57596,A72
672,Trâm đỏ,Syzygium zeylanicum,82,26.1,0.05,14.4999835,108.575958,A72
673,Trâm đỏ,Syzygium zeylanicum,58,18.46,0.03,14.499543,108.575957,A72
674,Trâm đỏ,Syzygium zeylanicum,99.5,31.67,0.08,14.499559,108.575947,A72
675,Trâm đỏ,Syzygium zeylanicum,61,19.41,0.03,14.499877,108.57592,A72
676,Trâm đỏ,Syzygium zeylanicum,72,22.92,0.04,14.5000786,108.5758757,A72
677,Trâm đỏ,Syzygium zeylanicum,83.4,26.54,0.06,14.500064,108.5758669,A72
678,Trâm đỏ,Syzygium zeylanicum,210.5,67,0.35,14.49986193,108.5758477,A72
679,Trâm đỏ,Syzygium zeylanicum,110,35.01,0.1,14.4996583,108.5758249,A72
680,Trâm đỏ,Syzygium zeylanicum,162.4,51.69,0.21,14.4996468,108.5758233,A72
681,Trâm đỏ,Syzygium zeylanicum,178.5,56.81,0.25,14.500033,108.575803,A72
682,Trâm đỏ,Syzygium zeylanicum,170,54.11,0.23,14.4994927,108.5757929,A72
683,Trâm đỏ,Syzygium zeylanicum,133.5,42.49,0.14,14.4997971,108.5757842,A72
684,Trâm đỏ,Syzygium zeylanicum,149,47.42,0.18,14.499351,108.5756711,A72
685,Trâm đỏ,Syzygium zeylanicum,177,56.33,0.25,14.4994033,108.5755896,A72
686,Trâm đỏ,Syzygium zeylanicum,122,38.83,0.12,14.4992604,108.5755865,A72
687,Trâm đỏ,Syzygium zeylanicum,130,41.37,0.13,14.5001384,108.5755735,A72
688,Trâm đỏ,Syzygium zeylanicum,180,57.29,0.26,14.5001283,108.575551,A72
689,Trâm đỏ,Syzygium zeylanicum,123,39.15,0.12,14.4998315,108.5755442,A72
690,Trâm đỏ,Syzygium zeylanicum,248.5,79.09,0.49,14.4995727,108.5754971,A72
691,Trâm đỏ,Syzygium zeylanicum,231,73.52,0.42,14.4993685,108.5754754,A72
692,Trâm lá to,Syzygium cuminii ,41,13.05,0.01,14.499304,108.576163,A73
693,Trâm lá to,Syzygium cuminii ,157,49.97,0.2,14.5000375,108.5760137,A73
694,Trâm núi,Syzygium levinei,39.3,12.51,0.01,14.499765,108.576412,A74
695,Trâm núi,Syzygium levinei,37.5,11.94,0.01,14.50001,108.576411,A74
696,Trâm núi,Syzygium levinei,37.5,11.94,0.01,14.499343,108.575768,A74
697,Trâm núi,Syzygium levinei,27.5,8.75,0.01,14.499234,108.575711,A74
698,Trâm núi,Syzygium levinei,56.5,17.98,0.03,14.499704,108.576241,A74
699,Trâm núi,Syzygium levinei,57.4,18.27,0.03,14.499919,108.576157,A74
700,Trâm núi,Syzygium levinei,39.6,12.6,0.01,14.499912,108.576154,A74
701,Trâm núi,Syzygium levinei,40.2,12.79,0.01,14.500187,108.576125,A74
702,Trâm núi,Syzygium levinei,37,11.78,0.01,14.500187,108.576125,A74
703,Trâm núi,Syzygium levinei,56,17.82,0.02,14.499644,108.576088,A74
704,Trâm núi,Syzygium levinei,45.4,14.45,0.02,14.500044,108.576084,A74
705,Trâm núi,Syzygium levinei,37.5,11.94,0.01,14.4998,108.576081,A74
706,Trâm núi,Syzygium levinei,31,9.87,0.01,14.499764,108.576061,A74
707,Trâm núi,Syzygium levinei,33.9,10.79,0.01,14.499822,108.57604,A74
708,Trâm núi,Syzygium levinei,53.5,17.03,0.02,14.499944,108.576016,A74
709,Trâm núi,Syzygium levinei,33.4,10.63,0.01,14.500006,108.576009,A74
710,Trâm núi,Syzygium levinei,53.6,17.06,0.02,14.499739,108.575991,A74
711,Trâm núi,Syzygium levinei,62.4,19.86,0.03,14.5000048,108.5759791,A74
712,Trâm núi,Syzygium levinei,43,13.69,0.01,14.499366,108.575977,A74
713,Trâm núi,Syzygium levinei,61,19.41,0.03,14.5001153,108.5759292,A74
714,Trâm núi,Syzygium levinei,41.5,13.21,0.01,14.499798,108.575919,A74
715,Trâm núi,Syzygium levinei,43.6,13.88,0.02,14.499798,108.575919,A74
716,Trâm núi,Syzygium levinei,89.6,28.52,0.06,14.499937,108.575892,A74
717,Trâm núi,Syzygium levinei,30,9.55,0.01,14.499868,108.5758883,A74
718,Trâm núi,Syzygium levinei,64.7,20.59,0.03,14.499878,108.575884,A74
719,Trâm núi,Syzygium levinei,60.7,19.32,0.03,14.5000786,108.5758757,A74
720,Trâm núi,Syzygium levinei,42.8,13.62,0.01,14.499238,108.575873,A74
721,Trâm núi,Syzygium levinei,41,13.05,0.01,14.4995062,108.5758679,A74
722,Trâm núi,Syzygium levinei,39,12.41,0.01,14.5001404,108.5758248,A74
723,Trâm núi,Syzygium levinei,31.5,10.03,0.01,14.4994898,108.5758229,A74
724,Trâm núi,Syzygium levinei,68.8,21.9,0.04,14.4998871,108.5758128,A74
725,Trâm núi,Syzygium levinei,38,12.09,0.01,14.4994744,108.5757972,A74
726,Trâm núi,Syzygium levinei,74,23.55,0.04,14.499418,108.5757971,A74
727,Trâm núi,Syzygium levinei,93.8,29.85,0.07,14.4996707,108.5757728,A74
728,Trâm núi,Syzygium levinei,60.7,19.32,0.03,14.4996581,108.5757603,A74
729,Trâm núi,Syzygium levinei,47,14.96,0.02,14.4998833,108.575727,A74
730,Trâm núi,Syzygium levinei,36.5,11.62,0.01,14.4999635,108.5757209,A74
731,Trâm núi,Syzygium levinei,50,15.91,0.02,14.4994959,108.575718,A74
732,Trâm núi,Syzygium levinei,42,13.37,0.01,14.4994921,108.5756901,A74
733,Trâm núi,Syzygium levinei,58,18.46,0.03,14.4992404,108.5756895,A74
734,Trâm núi,Syzygium levinei,40,12.73,0.01,14.4992316,108.5756839,A74
735,Trâm núi,Syzygium levinei,67.5,21.48,0.04,14.4995967,108.5756732,A74
736,Trâm núi,Syzygium levinei,59.5,18.94,0.03,14.4994124,108.5756657,A74
737,Trâm núi,Syzygium levinei,52.5,16.71,0.02,14.4998513,108.5756509,A74
738,Trâm núi,Syzygium levinei,43.8,13.94,0.02,14.4998478,108.5756469,A74
739,Trâm núi,Syzygium levinei,116.5,37.08,0.11,14.499521,108.5756463,A74
740,Trâm núi,Syzygium levinei,186.2,59.26,0.28,14.4995419,108.575608,A74
741,Trâm núi,Syzygium levinei,186.4,59.33,0.28,14.4995419,108.575608,A74
742,Trâm núi,Syzygium levinei,125.8,40.04,0.13,14.4998711,108.5755912,A74
743,Trâm núi,Syzygium levinei,149,47.42,0.18,14.499838,108.5755765,A74
744,Trâm núi,Syzygium levinei,111.8,35.58,0.1,14.5001384,108.5755735,A74
745,Trâm núi,Syzygium levinei,149,47.42,0.18,14.499731,108.5755675,A74
746,Trâm núi,Syzygium levinei,122,38.83,0.12,14.5001024,108.5755643,A74
747,Trâm núi,Syzygium levinei,115,36.6,0.11,14.4993905,108.5755604,A74
748,Trâm núi,Syzygium levinei,86,27.37,0.06,14.4994169,108.5755564,A74
749,Trâm núi,Syzygium levinei,75.4,24,0.05,14.4995984,108.5755472,A74
750,Trâm trắng,Syzygium wightianum ,47.8,15.21,0.02,14.500009,108.576418,A75
751,Trâm trắng,Syzygium wightianum ,35.4,11.27,0.01,14.500004,108.576411,A75
752,Trâm trắng,Syzygium wightianum ,32.5,10.34,0.01,14.499997,108.576335,A75
753,Trâm trắng,Syzygium wightianum ,31,9.87,0.01,14.499724,108.576326,A75
754,Trâm trắng,Syzygium wightianum ,53,16.87,0.02,14.499403,108.576277,A75
755,Trâm trắng,Syzygium wightianum ,52.3,16.65,0.02,14.499251,108.575863,A75
756,Trâm trắng,Syzygium wightianum ,39,12.41,0.01,14.499359,108.575799,A75
757,Trâm trắng,Syzygium wightianum ,56.4,17.95,0.03,14.499999,108.576284,A75
758,Trâm trắng,Syzygium wightianum ,33.5,10.66,0.01,14.499614,108.576149,A75
759,Trâm trắng,Syzygium wightianum ,62.3,19.83,0.03,14.500117,108.576194,A75
760,Trâm trắng,Syzygium wightianum ,52.1,16.58,0.02,14.499692,108.576105,A75
761,Trâm trắng,Syzygium wightianum ,69.4,22.09,0.04,14.500169,108.576077,A75
762,Trâm trắng,Syzygium wightianum ,31.5,10.03,0.01,14.5000575,108.5760631,A75
763,Trâm trắng,Syzygium wightianum ,46.5,14.8,0.02,14.499831,108.576041,A75
764,Trâm trắng,Syzygium wightianum ,40,12.73,0.01,14.5000718,108.5760409,A75
765,Trâm trắng,Syzygium wightianum ,60,19.1,0.03,14.5001341,108.576033,A75
766,Trâm trắng,Syzygium wightianum ,188.8,60.09,0.28,14.499707,108.57597,A75
767,Trâm trắng,Syzygium wightianum ,77.5,24.67,0.05,14.499231,108.575963,A75
768,Trâm trắng,Syzygium wightianum ,80,25.46,0.05,14.49966,108.575962,A75
769,Trâm trắng,Syzygium wightianum ,70.6,22.47,0.04,14.500047,108.5759155,A75
770,Trâm trắng,Syzygium wightianum ,53.5,17.03,0.02,14.500064,108.5758669,A75
771,Trâm trắng,Syzygium wightianum ,48.8,15.53,0.02,14.4994712,108.5758585,A75
772,Trâm trắng,Syzygium wightianum ,90.5,28.8,0.07,14.4998748,108.5758243,A75
773,Trâm trắng,Syzygium wightianum ,67,21.32,0.04,14.4998803,108.5757816,A75
774,Trâm trắng,Syzygium wightianum ,69.5,22.12,0.04,14.4998803,108.5757816,A75
775,Trâm trắng,Syzygium wightianum ,71,22.6,0.04,14.4995915,108.5757771,A75
776,Trâm trắng,Syzygium wightianum ,181,57.61,0.26,14.500013,108.5757337,A75
777,Trâm trắng,Syzygium wightianum ,95,30.24,0.07,14.5000156,108.5756981,A75
778,Trâm trắng,Syzygium wightianum ,108.2,34.44,0.09,14.5000849,108.5756891,A75
779,Trâm trắng,Syzygium wightianum ,162.2,51.62,0.21,14.5000887,108.5756392,A75
780,Trâm trắng,Syzygium wightianum ,100,31.83,0.08,14.5001405,108.5755778,A75
781,Trâm trắng,Syzygium wightianum ,85,27.05,0.06,14.5001024,108.5755643,A75
782,Trâm trắng,Syzygium wightianum ,149,47.42,0.18,14.4993317,108.5755185,A75
783,Trâm trắng,Syzygium wightianum ,127,40.42,0.13,14.4998539,108.5754702,A75
784,Trâm vỏ đỏ,Syzygium zeylanicum ,131.8,41.95,0.14,14.499742,108.576223,A76
785,Trâm vỏ đỏ,Syzygium zeylanicum ,16.9,5.38,0,14.499456,108.576116,A76
786,Trôm,Sterculia foetida,44,14,0.02,14.4994028,108.575755,A77
787,Trơn trà,Sp5,48.6,15.47,0.02,14.500112,108.5760442,A78
788,Tỳ bà,Eriobotrya japonica,38.1,12.13,0.01,14.5000555,108.5757211,A79
789,Vàng trắng,Endospermum chinense,35.6,11.33,0.01,14.503472,108.576377,A80
790,Vàng trắng,Endospermum chinense,34,10.82,0.01,14.499448,108.576141,A80
791,Vàng trắng,Endospermum chinense,53,16.87,0.02,14.499365,108.576096,A80
792,Vàng trắng,Endospermum chinense,49.8,15.85,0.02,14.499826,108.576061,A80
793,Vàng trắng,Endospermum chinense,29.5,9.39,0.01,14.499875,108.575948,A80
794,Vàng trắng,Endospermum chinense,36.5,11.62,0.01,14.499326,108.57592,A80
795,Vàng trắng,Endospermum chinense,56.5,17.98,0.03,14.499618,108.575881,A80
796,Vạng trứng,Endospermum chinense,97.5,31.03,0.08,14.499485,108.576204,A81
797,Vĩ hùng,Stemonurus malaccensis ,84.5,26.89,0.06,14.499464,108.576311,A82
798,Xoan đào,Prunus arborea,38.7,12.32,0.01,14.499496,108.576164,A83
799,Xoan đào,Prunus arborea,42,13.37,0.01,14.500011,108.5757001,A83
800,Xoan đào,Prunus arborea,61.4,19.54,0.03,14.4999879,108.5756322,A83
801,Xú hương,Lasianthus Sp,40,12.73,0.01,14.499794,108.576102,A84
802,Xú hương,Lasianthus Sp,53,16.87,0.02,14.5000605,108.5760051,A84
803,Y thiếp,Sp6,45,14.32,0.02,14.499298,108.576417,A85
